Index,Start Time,End Time,Start Time (sec),Text,Movie
700,0:56:8,0:56:10,3368,Are you the Keymaster?,Ghostbusters
701,0:56:10,0:56:12,3370,Yes.,Ghostbusters
702,0:56:12,0:56:15,3372,I'm a friend of his. He told me to meet him here.,Ghostbusters
703,0:56:16,0:56:18,3376, I didn't get your name.  I am Zuul.,Ghostbusters
704,0:56:18,0:56:21,3378,I am the Gatekeeper.,Ghostbusters
705,0:56:26,0:56:31,3386," What are we doing today, Zuul?  Prepare for the coming of Gozer.",Ghostbusters
706,0:56:32,0:56:33,3392,"Gozer, huh?",Ghostbusters
707,0:56:35,0:56:36,3395,The Destructor.,Ghostbusters
708,0:56:45,0:56:46,3405,Are we still going out?,Ghostbusters
709,0:56:49,0:56:53,3409,"You know, you could pick up the place if you're expecting someone.",Ghostbusters
710,0:56:53,0:56:56,3413,Do you want this body?,Ghostbusters
711,0:56:57,0:56:58,3417,Is this a trick question?,Ghostbusters
712,0:57:2,0:57:4,3422,"I guess the roses worked, huh?",Ghostbusters
713,0:57:4,0:57:6,3424,Take me now...,Ghostbusters
714,0:57:7,0:57:8,3427,...subcreature.,Ghostbusters
715,0:57:8,0:57:10,3428,We never talk anymore.,Ghostbusters
716,0:57:11,0:57:16,3431,Easy. I make it a rule never to get involved with possessed people.,Ghostbusters
717,0:57:19,0:57:20,3439,It's more of a guideline than a rule.,Ghostbusters
718,0:57:21,0:57:22,3441,"You know, I can...",Ghostbusters
719,0:57:22,0:57:25,3442,I want you inside me.,Ghostbusters
720,0:57:26,0:57:27,3446,"Go ahead. No, I can't.",Ghostbusters
721,0:57:28,0:57:30,3448,Sounds like you got at least two people in there already.,Ghostbusters
722,0:57:30,0:57:32,3450,Might be a little crowded.,Ghostbusters
723,0:57:32,0:57:35,3452,"Come on, why don't you just quit trying...",Ghostbusters
724,0:57:35,0:57:38,3455,...to upset and disturb Dr. Venkman and just relax.,Ghostbusters
725,0:57:38,0:57:42,3458,Lie down there. Relax. Put your hands on your chest.,Ghostbusters
726,0:57:42,0:57:45,3462,What I'd really like to do is talk to Dana.,Ghostbusters
727,0:57:45,0:57:47,3465,I want to talk to Dana.,Ghostbusters
728,0:57:47,0:57:48,3467,"Dana, it's Peter.",Ghostbusters
729,0:57:49,0:57:52,3469,There is no Dana. There is only Zuul.,Ghostbusters
730,0:57:52,0:57:54,3472,"Oh, Zuulie, you nut. Come on.",Ghostbusters
731,0:57:55,0:57:57,3475,"Come on, I want to talk to Dana. Dana.",Ghostbusters
732,0:57:57,0:58:0,3477,Just relax. Come on. Dana.,Ghostbusters
733,0:58:0,0:58:2,3480,Dana. Can I talk to Dana?,Ghostbusters
734,0:58:2,0:58:6,3482,"There is no Dana, only Zuul.",Ghostbusters
735,0:58:6,0:58:9,3486,What a lovely singing voice you must have.,Ghostbusters
736,0:58:9,0:58:11,3489,"Now, I'm gonna count to three, Zuulie.",Ghostbusters
737,0:58:11,0:58:12,3491,And if I don't talk to Dana...,Ghostbusters
738,0:58:13,0:58:16,3493,"...there's gonna be some real trouble in this apartment, I think.",Ghostbusters
739,0:58:17,0:58:18,3497,One.,Ghostbusters
740,0:58:20,0:58:22,3500,Two.,Ghostbusters
741,0:58:24,0:58:25,3504,Two and a half.,Ghostbusters
742,0:59:9,0:59:11,3549,Please come down.,Ghostbusters
743,0:59:13,0:59:18,3553,I am the Keymaster. The Destructor is coming.,Ghostbusters
744,0:59:18,0:59:21,3558,The Traveller. The Destroyer.,Ghostbusters
745,0:59:27,0:59:29,3567,Gatekeeper.,Ghostbusters
746,0:59:35,0:59:36,3575,I am Vinz.,Ghostbusters
747,0:59:36,0:59:39,3576,"Vinz Clortho, Keymaster of Gozer.",Ghostbusters
748,0:59:39,0:59:42,3579,"Volguus Zildrohar, Lord of the Sebouillia. Are you the Gatekeeper?",Ghostbusters
749,0:59:42,0:59:45,3582,"He pulls the waggon, I make the deals. You want a ride?",Ghostbusters
750,0:59:55,0:59:58,3595,Wait for the sign. Then all prisoners will be released.,Ghostbusters
751,0:59:59,1:0:2,3599,"You will perish in flame, you and all your kind! Gatekeeper!",Ghostbusters
752,1:0:2,1:0:4,3602,What an asshole.,Ghostbusters
753,1:0:10,1:0:13,3610, Dropping off or picking up?  Dropping off.,Ghostbusters
754,1:0:13,1:0:15,3613,Just a moment.,Ghostbusters
755,1:0:19,1:0:20,3619, You a Ghostbuster?  Yes.,Ghostbusters
756,1:0:21,1:0:23,3621,We picked up this guy. We don't know what to do.,Ghostbusters
757,1:0:23,1:0:26,3623,Bellevue doesn't want him. I'm afraid to lock him up.,Ghostbusters
758,1:0:26,1:0:29,3626,"I know you guys are into this stuff, so I figured we'd check.",Ghostbusters
759,1:0:29,1:0:30,3629,All right.,Ghostbusters
760,1:0:33,1:0:36,3633,Are you the Gatekeeper?,Ghostbusters
761,1:0:39,1:0:41,3639,You better bring him inside.,Ghostbusters
762,1:0:42,1:0:45,3642,You are so kind to take care of that man.,Ghostbusters
763,1:0:45,1:0:47,3645,"You know, you are a real humanitarian.",Ghostbusters
764,1:0:47,1:0:49,3647,I don't think he's human.,Ghostbusters
765,1:0:57,1:0:59,3657,What did you say your name was?,Ghostbusters
766,1:1:0,1:1:2,3660,"Vinz Clortho, Keymaster of Gozer.",Ghostbusters
767,1:1:2,1:1:4,3662,"According to this, his name's Louis Tully.",Ghostbusters
768,1:1:4,1:1:7,3664,Lives on Central Park West.,Ghostbusters
769,1:1:9,1:1:11,3669,"Do you want some coffee, Mr. Tully?",Ghostbusters
770,1:1:11,1:1:13,3671," Do I?  Yes, have some.",Ghostbusters
771,1:1:13,1:1:16,3673,"Yes, have some.",Ghostbusters
772,1:1:17,1:1:20,3677,"Vinz, you said before you were waiting for a sign.",Ghostbusters
773,1:1:20,1:1:23,3680, What sign are you waiting for?  Gozer the Traveller.,Ghostbusters
774,1:1:23,1:1:25,3683,He will come in one of the prechosen forms.,Ghostbusters
775,1:1:26,1:1:30,3686,"During rectification of the Vuldronaii, the Traveller came as a large Torb.",Ghostbusters
