Index,Start Time,End Time,Start Time (sec),Text,Movie
612,1:33:7,1:33:9,5587, I cannot see.  Maadi! Maadi!,Mad Max Fury Road
613,1:33:9,1:33:11,5589,I cannot see.,Mad Max Fury Road
614,1:33:50,1:33:54,5630,Hey! Harpoons and plows! They're hauling us back!,Mad Max Fury Road
615,1:34:5,1:34:8,5645,Leave three bolts. Three.,Mad Max Fury Road
616,1:35:26,1:35:28,5726,"Hey, you!",Mad Max Fury Road
617,1:35:43,1:35:45,5743,Are you okay?,Mad Max Fury Road
618,1:35:47,1:35:49,5747,I think she's hurt.,Mad Max Fury Road
619,1:36:12,1:36:13,5772,Hey!,Mad Max Fury Road
620,1:36:39,1:36:41,5799,No!,Mad Max Fury Road
621,1:36:50,1:36:53,5810,Hey. Stay with me.,Mad Max Fury Road
622,1:36:53,1:36:55,5813, Stay with me.  Stay with me.,Mad Max Fury Road
623,1:36:55,1:36:56,5815,Hey. Are you there?,Mad Max Fury Road
624,1:36:58,1:37:0,5818,You finish that! I'll finish her!,Mad Max Fury Road
625,1:38:30,1:38:32,5910,Valhalla!,Mad Max Fury Road
