Index,Start Time,End Time,Start Time (sec),Text,Movie
127,0:10:11,0:10:12,611,Good Lord.,The Theory Of Everything
128,0:10:13,0:10:15,613,"Oh, thank God. Bravo.",The Theory Of Everything
129,0:10:17,0:10:18,617,Nine?,The Theory Of Everything
130,0:10:21,0:10:23,621,Come in.,The Theory Of Everything
131,0:10:25,0:10:27,625,"Stephen, take a seat.",The Theory Of Everything
132,0:10:39,0:10:42,639,I wanted to talk to you about your subject.,The Theory Of Everything
133,0:10:43,0:10:46,643,We're all rather concerned as to what it's going to be.,The Theory Of Everything
134,0:10:46,0:10:48,646,I can't decide.,The Theory Of Everything
135,0:10:52,0:10:54,652,Do you have any ideas?,The Theory Of Everything
136,0:10:56,0:10:57,656,No.,The Theory Of Everything
137,0:11:16,0:11:17,676,"So,",The Theory Of Everything
138,0:11:17,0:11:22,677,"this is where J.J. Thomson discovered the electron,",The Theory Of Everything
139,0:11:22,0:11:26,682,and where Rutherford split the atom.,The Theory Of Everything
140,0:11:29,0:11:32,689,"You know, one of the great rewards of this job is one never knows",The Theory Of Everything
141,0:11:32,0:11:36,692,"from where the next great leap forward is going to come, or from whom.",The Theory Of Everything
142,0:11:40,0:11:44,700,"Listen, next Friday, I'm taking a few graduates of merit to London",The Theory Of Everything
143,0:11:44,0:11:48,704,to attend a talk by the mathematician Roger Penrose.,The Theory Of Everything
144,0:11:48,0:11:51,708,"Do come along, if you're interested.",The Theory Of Everything
145,0:11:55,0:11:58,715,"Oh, and close the door as you leave.",The Theory Of Everything
146,0:12:44,0:12:46,764,"So, I gather you've never been to church.",The Theory Of Everything
147,0:12:46,0:12:50,766, Once upon a time.  Tempted to convert?,The Theory Of Everything
148,0:12:50,0:12:53,770,"I have a slight problem with the whole ""celestial dictator"" premise.",The Theory Of Everything
149,0:12:54,0:12:56,774,"Now, what are you doing for lunch?",The Theory Of Everything
150,0:12:56,0:12:59,776,Ma makes a cracking roast.,The Theory Of Everything
151,0:13:4,0:13:7,784,"So, Jane, what are you studying?",The Theory Of Everything
152,0:13:7,0:13:9,787, Arts.  Spuds?,The Theory Of Everything
153,0:13:9,0:13:10,789,Thank you.,The Theory Of Everything
154,0:13:11,0:13:14,791,French and Spanish. I'm hoping to do a PhD eventually.,The Theory Of Everything
155,0:13:14,0:13:16,794,"Oh, what on?",The Theory Of Everything
156,0:13:16,0:13:18,796,Medieval poetry of the Iberian Peninsula.,The Theory Of Everything
157,0:13:19,0:13:23,799,Medieval poets? What painters do you like?,The Theory Of Everything
158,0:13:23,0:13:25,803,"Well, I like Turner.",The Theory Of Everything
159,0:13:25,0:13:28,805,"Turner, really? You know, I always feel that his paintings",The Theory Of Everything
160,0:13:29,0:13:31,809,look as if they've been left out in the rain.,The Theory Of Everything
161,0:13:31,0:13:32,811,Pa.,The Theory Of Everything
162,0:13:32,0:13:34,812,And William Blake.,The Theory Of Everything
163,0:13:34,0:13:36,814," Thank you, Mother.  Oh, good heavens, surely not.",The Theory Of Everything
164,0:13:36,0:13:39,816," Jane, have some of my elderflower wine.  Oh, yes, thank you.",The Theory Of Everything
